#{"t_start": 1762603494.1032178, "env_id": "None"}
r,l,t
1.07,12,22.292963
-0.32,7,22.316034
0.76,13,22.351805
2.15,17,22.406422
0.78,11,22.439658
3.18,13,22.474192
0.86,13,22.516829
0.57,11,22.555826
2.48,11,22.590487
1.28,13,22.633713
1.46,15,22.678386
1.15,15,22.751922
0.84,14,22.817737
0.57,13,22.873727
1.64,17,22.927424
3.65,15,22.976485
2.88,10,23.0102
0.87,13,23.05762
1.66,15,23.10231
2.47,18,23.162006
-0.22,8,23.185806
0.17,10,23.210683
0.96,13,23.254724
1.29,11,23.29608
0.05,11,23.332614
-0.63,8,23.361934
3.18,13,23.40454
0.16,10,23.437133
2.26,18,23.483268
2.47,18,23.540766
0.88,11,23.575617
2.76,11,23.612315
1.96,16,23.664963
2.29,9,23.688971
0.78,11,23.725619
2.37,12,23.760751
2.75,16,23.807278
0.76,13,23.858112
-0.31,6,23.881184
0.29,9,23.910685
0.27,11,23.947186
0.43,14,23.988971
2.36,16,24.041055
0.57,10,24.07871
0.06,10,24.109565
1.16,14,24.158375
-0.24,10,24.189509
0.47,13,24.231783
2.45,12,24.270035
0.36,13,24.311713
-0.33,8,24.342443
0.35,14,24.386752
1.88,14,24.426738
1.14,16,24.48008
2.63,19,24.538024
0.56,14,24.579623
0.89,11,24.616802
-0.02,9,24.644212
0.85,14,24.69502
-0.43,7,24.7153
0.37,14,24.760152
2.86,11,24.797572
-0.04,9,24.824744
-0.15,11,24.861564
2.56,19,24.912063
2.49,11,24.952768
0.88,11,24.990932
4.59,12,25.029723
2.17,11,25.066575
1.64,16,25.119699
-0.01,8,25.144714
0.65,13,25.18673
0.25,13,25.231086
2.16,16,25.2813
0.65,13,25.318196
2.37,11,25.356096
1.35,16,25.409791
2.34,19,25.474559
4.57,16,25.523155
2.35,16,25.570845
-0.32,7,25.596498
0.96,16,25.646166
1.48,11,25.682277
0.17,10,25.722505
1.67,15,25.780242
1.04,16,25.877804
1.49,4,25.886653
1.05,14,25.931318
1.48,12,25.970319
0.26,11,26.009341
1.16,15,26.059414
2.84,19,26.115101
3.96,16,26.165993
1.66,16,26.20934
0.67,12,26.25098
1.36,13,26.295462
3.27,15,26.340265
3.15,14,26.386537
2.04,12,26.426108
0.88,10,26.465194
0.74,15,26.510293
1.06,14,26.544966
0.48,10,26.576496
1.87,16,26.626497
1.68,14,26.670864
-0.21,7,26.69187
0.68,11,26.731335
1.07,12,26.77577
2.98,10,26.81061
2.46,17,26.865604
0.46,11,26.904011
0.96,13,26.949794
1.06,12,26.987787
3.38,11,27.025953
1.58,13,27.06893
0.04,12,27.107566
2.07,11,27.14798
3.54,18,27.201208
1.35,15,27.252277
1.87,14,27.296951
-0.73,7,27.319384
0.14,16,27.369989
2.46,11,27.405418
1.74,15,27.453021
1.04,16,27.498621
2.16,15,27.545393
1.18,12,27.585835
2.07,17,27.638178
1.86,10,27.671575
3.15,14,27.721846
2.93,18,27.773087
2.17,10,27.805716
1.53,18,27.855157
3.38,12,27.896452
1.46,17,27.942041
1.27,11,27.973093
1.77,9,27.999274
2.06,10,28.027761
3.36,15,28.079562
1.47,15,28.130211
2.85,13,28.171317
-0.33,10,28.205807
2.77,13,28.242215
1.06,13,28.289378
2.25,17,28.338625
-0.63,8,28.36883
1.94,19,28.421205
4.18,14,28.464962
0.39,10,28.494392
1.02,17,28.541839
0.36,13,28.586344
2.46,14,28.63555
1.49,4,28.649059
0.85,15,28.695678
-0.16,13,28.737662
2.25,11,28.774801
2.27,10,28.806315
2.58,9,28.835821
2.77,12,28.872389
2.78,11,28.91628
-0.17,14,28.953336
1.48,12,28.992672
-0.25,11,29.031313
-0.15,11,29.06757
1.38,15,29.111415
4.08,13,29.151327
1.17,13,29.197386
0.87,13,29.244813
1.95,16,29.289406
0.55,12,29.330732
0.68,10,29.366692
2.98,11,29.404673
1.48,16,29.45663
3.27,14,29.497453
3.38,11,29.525716
0.77,12,29.565974
0.77,12,29.601538
0.26,12,29.637955
1.62,20,29.694897
0.96,16,29.736004
2.37,9,29.76389
1.45,17,29.816201
2.15,17,29.868298
1.38,11,29.909359
3.88,16,29.961725
2.07,9,29.994046
0.36,12,30.029553
2.17,10,30.060725
-0.34,9,30.085028
2.98,10,30.112824
2.35,13,30.150496
1.34,19,30.207249
2.16,11,30.24241
0.48,12,30.28341
2.97,11,30.319108
-0.52,8,30.350652
1.78,7,30.376277
1.45,15,30.468503
1.38,11,30.506966
2.24,13,30.553169
-0.12,9,30.583637
1.44,16,30.633109
2.77,12,30.667588
2.58,10,30.704374
0.38,10,30.737249
2.87,13,30.781288
2.43,21,30.845503
4.07,15,30.895894
1.06,15,30.93841
1.15,16,30.984486
-0.16,13,31.023052
-0.37,14,31.074603
1.87,13,31.113856
1.78,16,31.159892
0.17,9,31.192581
-0.24,9,31.221371
2.97,11,31.253117
1.37,16,31.303885
-0.04,12,31.347257
0.38,10,31.38653
2.55,18,31.444283
-0.33,8,31.472291
0.45,11,31.5079
1.48,15,31.555913
2.49,13,31.594559
1.58,13,31.63955
