#{"t_start": 1762612225.0648792, "env_id": "None"}
r,l,t
-0.3,14,25.786941
-0.54,14,25.832118
-0.48,15,25.87365
-0.75,11,25.917933
-0.66,11,25.954613
-0.33,14,25.994669
-0.5,13,26.035694
-0.77,13,26.070896
-0.53,11,26.105793
-0.78,8,26.129274
-0.66,12,26.160526
-0.72,11,26.189426
-0.59,14,26.225349
-0.85,6,26.24719
-0.69,10,26.273893
1.48,15,26.314343
1.56,13,26.354156
-0.23,15,26.400502
1.52,11,26.442313
-0.57,9,26.46786
-0.78,10,26.499973
-0.39,18,26.550585
-0.39,16,26.594945
-0.57,9,26.619274
-0.6,12,26.655376
1.14,4,26.668407
-0.93,9,26.695196
1.51,9,26.72262
-0.82,12,26.758579
-0.76,6,26.779091
-0.35,15,26.823004
-0.33,11,26.852501
-0.56,14,26.8942
-0.57,14,26.941707
1.17,11,26.976355
-0.49,9,27.000957
-0.89,7,27.020422
-0.77,13,27.064847
-0.91,4,27.079525
-0.33,17,27.127613
-0.99,6,27.146266
-0.27,18,27.197036
1.44,14,27.233989
-0.66,10,27.259127
1.14,4,27.272984
-0.35,14,27.319994
-0.81,14,27.361074
-0.69,13,27.392972
-0.78,8,27.415673
-0.36,18,27.471037
-0.66,9,27.499248
1.28,10,27.525757
-0.49,14,27.565556
-0.55,10,27.599019
-0.84,11,27.625798
1.48,13,27.668901
-0.75,9,27.694747
-0.84,9,27.730557
-0.91,4,27.744881
-0.73,9,27.769608
-0.84,9,27.79747
-0.51,12,27.837953
-0.64,12,27.86987
-0.81,9,27.900106
-0.56,8,27.928736
-0.56,14,27.980058
1.14,4,27.99082
-0.48,12,28.025426
-0.51,11,28.055578
-0.79,9,28.088557
-0.63,11,28.123695
-0.44,12,28.162088
-0.55,11,28.192881
-0.2,16,28.245742
-0.71,9,28.273447
-0.59,12,28.307026
-0.73,11,28.344076
-0.85,9,28.369023
-0.37,17,28.414062
-0.35,12,28.449669
-0.35,13,28.490975
-0.38,12,28.531656
-0.79,7,28.549936
-0.65,9,28.57721
-0.37,13,28.609915
-0.4,12,28.654569
-0.69,11,28.687944
-0.86,5,28.705192
-0.81,8,28.732733
-0.62,11,28.774337
1.29,11,28.803709
-0.8,10,28.83543
-0.56,12,28.873317
-0.49,10,28.906715
-0.49,13,28.947176
-0.75,8,28.970313
-0.71,13,29.00647
-0.27,14,29.050228
-0.64,11,29.081811
-0.73,7,29.103063
-0.52,14,29.143651
1.14,4,29.159361
-0.51,16,29.20741
1.6,15,29.249713
-0.41,11,29.285679
1.14,4,29.299972
-0.27,16,29.344815
-0.54,12,29.380781
-0.37,15,29.427315
-0.48,11,29.460704
-0.69,10,29.493039
-0.67,8,29.516325
-0.46,14,29.556294
-0.51,14,29.598974
-0.63,11,29.634001
1.25,11,29.662888
-0.72,8,29.684884
-0.71,8,29.709784
-0.76,11,29.738502
-0.78,14,29.782075
-0.55,14,29.81944
-0.55,11,29.857878
-0.58,11,29.889837
-0.34,15,29.930269
-0.54,12,29.969097
-0.11,18,30.03159
-0.68,12,30.064489
-0.59,12,30.099524
-0.52,11,30.135211
-0.77,10,30.16498
-0.67,8,30.189213
-0.66,10,30.218502
-0.64,7,30.237817
-0.61,11,30.272259
-0.71,6,30.295138
1.43,12,30.327161
-0.37,13,30.368116
1.14,4,30.381431
-0.52,13,30.417297
-0.61,11,30.449398
-0.45,14,30.486224
-0.46,16,30.536158
1.14,4,30.549413
-0.67,14,30.590609
-0.8,13,30.631387
-0.68,10,30.670961
-0.51,15,30.711037
1.62,13,30.752232
-0.9,8,30.775067
-0.86,7,30.798969
-0.69,6,30.820251
-0.58,10,30.850685
-1.0,7,30.873419
-0.79,14,30.922831
-0.51,10,30.954342
1.75,13,30.990812
-0.92,5,31.008996
-0.72,7,31.036027
-0.67,10,31.067909
-0.75,8,31.093502
-0.75,10,31.123306
-0.85,9,31.155604
-0.73,11,31.191968
-0.66,11,31.222921
-0.56,12,31.257918
-0.55,16,31.306137
-0.67,12,31.345464
-0.52,12,31.377584
-0.7,11,31.418658
1.01,6,31.440821
-0.38,15,31.489684
-0.8,7,31.515478
-0.77,9,31.545301
-0.72,13,31.588464
-0.82,7,31.610961
-0.51,11,31.642288
1.43,13,31.67964
-0.2,14,31.729008
-0.86,5,31.743627
-0.93,6,31.759415
-0.85,9,31.791666
-0.86,5,31.812232
-0.71,9,31.878394
-0.78,8,31.9245
1.53,10,31.9659
-0.44,13,32.005193
-0.54,16,32.056088
-0.67,9,32.089874
-0.29,15,32.132008
-0.59,12,32.166326
-0.64,10,32.190338
-0.48,14,32.229752
-0.91,10,32.254327
1.14,4,32.269661
-0.48,15,32.311218
-0.81,8,32.339016
-0.28,13,32.38165
-0.5,10,32.41924
-0.38,13,32.460246
-0.53,13,32.501434
-0.84,6,32.525237
-0.63,9,32.559245
-0.4,13,32.601619
-0.32,18,32.655656
-0.59,12,32.691495
1.14,4,32.706916
1.6,11,32.737755
-0.88,10,32.76302
-0.58,12,32.803839
-0.61,13,32.844815
-0.77,10,32.873686
-0.55,13,32.907268
-0.71,7,32.928876
-0.65,11,32.96282
-0.59,11,32.992084
1.61,14,33.034222
1.48,15,33.082159
-0.79,9,33.117383
-0.75,8,33.148641
-0.64,11,33.177391
-0.53,11,33.21286
-0.25,18,33.277545
-0.62,11,33.311032
-0.56,10,33.341186
-0.45,11,33.377552
-0.92,7,33.39977
-0.52,10,33.428079
-0.44,11,33.461842
-0.79,10,33.489592
-0.88,6,33.511076
-0.57,12,33.552371
-0.57,11,33.589861
-0.79,9,33.618349
1.74,13,33.66571
-0.83,9,33.69445
-0.53,14,33.742562
-0.34,14,33.784746
-0.62,15,33.836963
-0.15,18,33.887713
-0.71,9,33.919773
-0.52,19,33.980585
-0.35,13,34.022644
1.59,15,34.067734
-0.29,12,34.109367
-0.7,12,34.152256
-0.48,10,34.180178
-0.73,9,34.205504
1.61,13,34.242703
-0.39,14,34.287915
-0.63,13,34.323592
-0.54,15,34.367655
-0.53,13,34.408224
-0.72,8,34.434383
-0.5,17,34.483332
-0.93,6,34.499746
-0.42,12,34.536433
-0.6,13,34.574911
-0.59,9,34.611707
-0.42,16,34.663569
-0.7,12,34.706524
-0.5,11,34.73268
-0.42,15,34.785849
-0.73,8,34.809904
-0.59,12,34.8448
-0.6,10,34.873798
-0.87,11,34.910437
1.53,13,34.955479
-0.4,11,34.988733
-0.73,9,35.018436
-0.18,17,35.067464
-0.86,14,35.105809
-0.69,11,35.137669
-0.86,8,35.163998
-0.41,13,35.206157
-0.21,15,35.253042
-0.73,11,35.281766
1.58,11,35.312135
1.61,11,35.354869
-0.79,9,35.389973
-0.61,12,35.435258
-0.83,7,35.457499
-0.78,11,35.494538
-0.64,10,35.526355
-0.36,11,35.55835
-0.84,9,35.591274
-0.32,13,35.631621
-0.67,9,35.663316
-0.87,5,35.67804
-0.78,12,35.721793
-0.51,11,35.759465
-0.49,13,35.792839
-0.69,16,35.838531
-0.56,10,35.871908
-0.52,12,35.908831
-0.3,16,35.953055
-0.42,17,36.000585
-0.49,12,36.034687
-0.74,7,36.057558
-0.57,14,36.095786
-0.48,18,36.146125
-0.56,11,36.182147
1.14,4,36.196734
-0.59,8,36.222875
-0.66,10,36.250908
-0.63,10,36.282312
-0.75,14,36.32253
-0.55,13,36.35692
1.28,11,36.39108
-0.75,13,36.425509
-0.53,10,36.460526
-0.7,9,36.488616
-0.69,9,36.516926
-0.58,11,36.549377
-0.55,10,36.584855
-0.48,15,36.625109
1.27,9,36.653544
-0.78,11,36.685797
-0.78,9,36.721185
-0.45,16,36.770608
-0.68,10,36.802336
-0.69,14,36.848137
1.24,9,36.876486
-0.64,11,36.912685
-0.56,8,36.940041
-0.81,11,36.972175
-0.76,6,36.99579
-0.46,16,37.038349
-0.7,11,37.070165
-0.6,8,37.096452
-0.61,8,37.125052
-0.74,13,37.162008
-0.55,10,37.191463
-0.53,13,37.227327
-0.92,5,37.24558
-0.62,12,37.284317
-0.73,12,37.319434
-0.85,9,37.344389
-0.52,12,37.387182
-0.06,17,37.437618
-0.64,14,37.479229
-0.54,9,37.506975
1.42,10,37.538138
-0.53,11,37.569009
-0.58,13,37.608518
-0.41,11,37.638409
1.59,13,37.681191
-0.52,13,37.720509
1.41,12,37.754672
-0.69,11,37.792233
-0.47,12,37.836524
-0.69,10,37.866726
-0.38,13,37.904964
-0.82,10,37.937137
-0.75,11,37.97654
1.52,12,38.016734
-0.85,12,38.05753
1.68,12,38.096404
-0.67,9,38.129487
-0.44,16,38.173253
1.36,10,38.205793
1.6,12,38.248968
-0.55,13,38.285548
-0.57,10,38.317463
-0.67,10,38.348848
-0.63,10,38.386592
-0.35,14,38.432909
-0.56,12,38.470881
-0.66,7,38.491334
-0.7,8,38.518386
-0.58,14,38.566424
-0.59,9,38.59432
-0.66,14,38.629182
-0.6,15,38.670522
-0.62,14,38.713625
-0.72,13,38.757278
1.14,4,38.767898
-0.72,8,38.824699
-0.15,17,38.911289
-0.51,11,38.951993
1.28,9,38.980869
-0.42,13,39.027099
-0.43,13,39.06892
-1.03,4,39.084454
-0.69,10,39.115207
0.16,20,39.177279
-0.4,18,39.237991
-0.7,9,39.275234
-0.6,11,39.312855
-0.4,12,39.359547
-0.8,10,39.386906
-0.67,9,39.412838
-0.65,10,39.441781
1.5,12,39.475565
-0.78,8,39.501545
-0.59,8,39.530113
-0.76,8,39.555103
-0.5,13,39.597726
-0.81,11,39.63532
-0.65,10,39.668525
-0.74,13,39.704057
-0.8,10,39.73745
-0.6,11,39.780591
-0.54,12,39.824592
-0.63,10,39.855457
-0.56,11,39.882998
-0.56,13,39.932585
-0.48,13,39.972639
-0.84,8,39.999298
-0.49,10,40.027351
-0.73,11,40.060982
-0.38,16,40.104413
1.54,15,40.145157
-0.49,14,40.187358
-0.57,10,40.224779
-0.67,12,40.264896
1.44,11,40.29839
1.33,12,40.338909
-0.52,11,40.372314
-0.54,14,40.417966
-0.71,9,40.443902
-0.42,15,40.487643
-0.61,11,40.5205
-0.52,10,40.554037
1.14,4,40.564414
1.47,13,40.60157
-0.47,11,40.645186
-0.21,15,40.687526
1.39,10,40.715611
-0.59,11,40.751715
-0.6,11,40.791415
-0.4,15,40.84091
-0.75,8,40.865518
-0.51,14,40.906996
-0.6,13,40.947254
-0.8,13,40.986678
-0.36,11,41.016585
-0.78,8,41.037965
-0.91,4,41.05218
-0.53,11,41.093104
-0.91,4,41.106479
-0.48,10,41.140349
-0.63,9,41.170237
-0.69,11,41.205351
-0.42,13,41.246521
-0.46,11,41.280906
-0.62,12,41.320746
-0.55,10,41.349813
-0.84,7,41.370203
1.48,10,41.401567
1.36,11,41.441581
-0.62,11,41.478839
-0.43,14,41.522443
-0.31,15,41.566088
-0.52,13,41.610332
-0.43,11,41.642135
-0.56,12,41.676612
-0.44,13,41.715763
-0.32,14,41.763972
-0.65,12,41.802352
-0.44,9,41.827362
-0.51,18,41.882597
-0.58,11,41.913364
-0.59,11,41.945377
-0.27,16,41.992581
-0.74,7,42.016728
-0.48,12,42.054976
-0.33,14,42.091499
-0.77,7,42.109773
-0.67,13,42.144799
-0.71,7,42.173799
-0.7,8,42.200796
-0.59,12,42.238447
-0.41,12,42.276647
-0.62,12,42.318514
1.14,4,42.332553
-0.5,11,42.376503
-0.72,11,42.412637
